300,-1,600,-1,900,-1,1200,,1500,-1,1650,-1,1800,-1
0.813958108,22.27487799,0.646133244,29.01471,0.763312221,38.55355908,0.628131449,35.76098542,0.867402613,49.3586,0.532303274,25.20575749,0.456939191,22.91004928
0.765834272,20.51674392,0.670705616,30.12993,0.801074147,40.66437764,0.698798716,37.41930519,0.993639946,57.5681,0.534838915,25.20509287,0.471829504,26.23796532
0.730930746,20.78010799,0.632212877,28.12438,0.79703325,40.23681553,0.650984883,36.48889659,0.86119163,48.80402,0.50290972,22.68666509,0.484482259,23.98352759
0.804655254,22.41360217,0.610550821,27.3768,0.797140777,40.26796409,0.713890374,40.60752898,0.815241694,44.93104,0.536376178,24.82196962,0.514093935,26.41400528
0.750228465,20.0359726,0.730997384,33.10319,0.781303346,40.02721716,0.662868679,35.88268554,0.773707986,46.24344,0.558521211,26.06019708,0.476391673,24.26799826
0.853484392,23.34101168,0.658291519,28.03904,0.778475404,40.50525153,0.623846948,35.62833157,0.866130173,47.57305,0.53688544,25.03531427,0.504483759,25.42860951
0.6983549,19.81873642,0.69429934,30.27904,0.778399289,38.30327585,0.702982962,37.70632561,0.99457401,49.761,0.586706579,26.68871989,0.564282,26.04509953
1.286400914,31.94240171,1.157086134,41.09647,1.239933133,47.45660625,1.093732476,47.35168156,1.439040303,54.16308,0.966650188,35.93417704,1.176601887,43.27896771
1.901696682,41.86356034,1.829630136,55.66208,2.135232687,67.37105267,1.774043798,62.6209187,2.289765358,71.74275,1.502704263,47.28053234,1.527531743,50.9736411
2.541673899,51.67887229,2.6039083,68.42688,2.511171579,67.21026288,2.474808931,71.74810546,3.751589537,100.6781,2.133544445,57.26344748,2.137732506,56.65660801
3.146009922,62.33985724,2.947630167,67.08733,2.960039139,70.52958396,3.041924715,75.44020291,4.611923218,100.9202,2.700302124,64.93190113,2.602306366,59.88085115
3.621484041,60.9900737,3.481909752,70.31564,3.579585552,76.11226703,3.628104448,79.45507486,4.160352707,82.68391,3.255734921,68.80901787,3.265026331,66.15093145
4.162543297,64.27873862,4.175486088,76.47429,4.116152763,77.70324713,4.103879452,79.60921787,4.103116989,73.9772,3.847777843,72.16939616,3.901732683,71.17956676
4.778625011,68.25074178,4.719895363,77.53985,4.716971874,80.87699651,4.816662788,83.05459679,4.751766682,77.58117,4.42916584,75.26162777,4.506899834,73.86642443
